PesticideInRiver,RiverFlow,FishAbundance,Rainfall,ENSO,TreeCond,Irrigation,Drought,PesticideUse,CropYield,CropWater
2.55645,81.4167,29.6541,101.926,Neutral,Good,No,No,3.88484,0.357865,72.5634
1.59334,89.1474,81.716,112.585,Neutral,Damaged,Yes,No,4.39212,0.769955,72.0046
1.62052,60.6576,21.7807,135.296,Neutral,Good,No,Yes,2.62472,1.38599,32.4568
1.21687,102.471,196.692,142.966,Neutral,Damaged,No,No,3.78808,0.631462,94.2904
1.65442,0.0903928,46.2321,1.14823,El_Nino,Good,Yes,No,4.59165,1.28075,56.2478
0.640929,142.542,175.301,151.536,Neutral,Good,No,No,0.954789,1.99542,8.85026
1.65762,46.9075,34.3755,164.385,Neutral,Good,No,No,1.59484,0.245297,31.4925
9.31579,337.003,91.3432,153.909,Neutral,Good,No,No,4.85754,5.41071,242.572
1.45305,85.2231,14.8186,93.1686,Neutral,Good,No,No,4.28088,3.20596,268.701
1.14255,42.5178,27.9631,180.461,Neutral,Good,Yes,No,4.88091,1.25431,88.889
2.53871,309.42,15.2955,249.408,La_Nina,Good,Yes,No,3.43359,3.5654,204.642
0.195691,99.7291,10.0403,199.84,Neutral,Good,Yes,No,4.26078,1.16841,87.7042
4.83926,21.8961,18.7048,159.372,Neutral,Good,No,No,3.60924,4.11092,371.072
8.50964,364.448,30.8191,368.848,La_Nina,Good,No,No,1.6086,4.49262,227.25
0.716891,390.409,187.298,119.561,Neutral,Good,No,No,2.76453,3.52985,243.888
1.17425,307.973,136.447,144.054,Neutral,Damaged,No,Yes,1.48952,0.365351,15.3543
1.19094,62.8515,26.2044,70.921,Neutral,Damaged,No,Yes,1.91941,0.643114,338.598
8.43313,366.552,33.5115,197.282,Neutral,Damaged,Yes,Yes,3.40852,1.10156,62.662
4.84741,307.588,79.5452,245.372,La_Nina,Good,No,No,2.87329,9.01185,324.617
3.79432,242.538,143.941,366.73,La_Nina,Good,No,No,3.46941,7.45308,330.308
0.205028,360.068,161.86,170.157,Neutral,Good,Yes,No,4.90698,0.412432,68.4239
7.8305,58.5684,36.8393,104.938,Neutral,Damaged,No,Yes,3.63823,3.0571,156.864
5.87191,390.495,73.4247,348.942,La_Nina,Damaged,No,Yes,4.84204,1.00238,94.4867
0.104459,45.0392,11.9909,19.2399,El_Nino,Good,Yes,No,2.29591,1.63256,25.1375
6.49489,165.373,197.257,306.101,La_Nina,Good,No,No,2.47633,4.36812,222.454
5.25047,39.0993,45.2722,102.006,Neutral,Damaged,No,No,2.65525,0.0208481,94.6671
3.01869,224.165,16.3485,95.743,Neutral,Good,No,No,4.95265,1.08095,23.1811
1.44663,15.5512,5.94837,14.7556,El_Nino,Good,Yes,No,2.84574,0.630789,21.5004
1.24987,21.9278,35.6737,6.2413,El_Nino,Good,Yes,No,3.53925,0.984625,15.3871
0.215271,22.1014,49.3406,174.682,Neutral,Good,No,No,4.88051,1.06653,23.3991
1.49282,51.678,33.3184,12.0214,El_Nino,Dead,No,Yes,4.16018,0.665497,99.5799
9.96252,367.984,172.149,78.5416,Neutral,Damaged,No,No,4.49183,0.368967,71.7445
3.36387,224.561,68.3628,337.826,La_Nina,Good,No,No,2.70125,4.03752,325.202
0.462313,26.3136,12.2662,4.28859,El_Nino,Good,Yes,No,2.82478,4.64866,292.214
6.78268,42.8567,18.7996,128.677,El_Nino,Damaged,No,Yes,3.75268,0.00756923,37.7017
1.94874,363.635,110.412,146.3,Neutral,Good,No,No,4.92425,1.86548,82.2898
0.138593,39.4314,45.4188,47.9311,El_Nino,Good,Yes,No,3.77709,0.353653,19.007
4.97359,307.904,60.9033,66.2576,Neutral,Damaged,Yes,No,4.94234,3.3686,384.008
0.377504,65.6409,22.1418,14.6236,El_Nino,Good,Yes,No,4.47553,1.54486,9.46475
1.23349,51.9361,6.72668,7.95717,El_Nino,Damaged,No,Yes,2.52191,1.04616,87.0482
3.22794,336.287,146.966,359.677,La_Nina,Good,No,No,3.1907,7.64851,372.511
1.45446,249.167,124.431,152.493,Neutral,Good,No,No,4.07712,1.82828,61.8287
0.166018,365.168,111.329,133.398,Neutral,Good,No,No,2.92344,1.55671,8.01183
1.41387,65.9909,61.9308,10.4371,El_Nino,Damaged,No,Yes,2.43406,1.80158,11.36
0.70269,104.275,57.0013,174.921,Neutral,Damaged,No,No,2.59587,1.17104,99.266
1.84711,26.9198,13.0721,160.033,La_Nina,Damaged,Yes,No,0.978123,0.661865,203.218
6.31201,45.5833,64.025,186.929,La_Nina,Good,Yes,No,3.62945,5.54355,234.086
1.18251,41.7649,61.9773,198.226,Neutral,Good,No,Yes,4.98836,1.79859,99.3822
0.965875,9.17556,26.9036,97.6007,El_Nino,Good,Yes,No,3.82028,1.78957,15.8525
0.726391,346.231,193.622,190.496,El_Nino,Damaged,No,Yes,4.46213,3.4884,380.837
4.36873,63.2957,28.5141,141.249,Neutral,Good,Yes,No,4.35946,1.6484,70.337
7.28225,35.0656,41.8997,204.226,La_Nina,Good,Yes,No,2.68062,3.56231,124.674
0.851628,1.34187,32.1852,19.7882,El_Nino,Good,Yes,No,2.73651,1.70986,334.813
8.29993,110.505,138.409,57.3673,Neutral,Good,No,No,4.59911,8.19944,381.743
7.74909,364.079,67.8703,172.74,Neutral,Good,No,No,3.79425,1.46905,52.4545
5.51303,67.3241,40.1834,148.722,Neutral,Good,Yes,No,3.52632,1.91985,27.8211
1.63943,333.046,145.229,170.255,El_Nino,Damaged,No,Yes,0.218762,0.457174,54.0486
1.75691,73.6107,21.4333,80.3388,La_Nina,Good,Yes,No,3.86968,2.14286,176.706
0.846979,46.0333,23.0642,198.574,Neutral,Good,No,Yes,4.22439,0.0331052,63.4265
1.68107,51.0779,13.6316,176.217,Neutral,Good,Yes,No,2.29305,9.68388,249.305
6.86041,18.7024,21.358,126.795,Neutral,Damaged,Yes,No,2.09007,5.28477,158.373
6.3259,151.804,134.036,201.014,La_Nina,Good,No,No,3.13217,3.60783,256.517
3.96766,301.219,48.1522,322.681,La_Nina,Good,Yes,No,3.05222,7.8482,179.986
0.37357,22.9829,54.5252,173.06,Neutral,Good,Yes,No,3.52611,0.603153,0.496634
6.25381,365.818,142.893,151.517,Neutral,Good,No,Yes,4.23075,0.616655,44.7229
1.32202,10.3841,90.2895,5.24099,El_Nino,Dead,Yes,No,3.52757,9.85191,377.551
1.35119,45.6349,75.2106,61.914,Neutral,Good,No,Yes,4.93746,1.301,78.9319
8.11989,305.636,94.1768,377.556,La_Nina,Good,No,No,4.91209,7.14822,323.094
1.63422,44.713,0.675497,176.768,El_Nino,Good,No,Yes,4.7337,0.732649,4.20397
0.163517,157.832,113.356,92.2519,Neutral,Good,Yes,No,2.8669,0.909306,97.3693
9.59407,19.051,14.5564,134.286,Neutral,Damaged,Yes,No,3.20724,0.490662,31.9805
1.28119,9.1557,33.3177,91.057,Neutral,Good,Yes,No,4.44077,4.90329,378.703
0.867955,33.1692,4.80989,37.1342,El_Nino,Damaged,Yes,No,0.143544,0.980021,81.9312
1.82292,55.9884,35.8962,28.2456,El_Nino,Damaged,Yes,No,2.13389,0.86137,29.7548
0.0290838,20.5842,25.5973,60.8334,Neutral,Good,No,No,2.56107,1.81264,40.348
5.61147,299.5,62.6728,119.281,Neutral,Good,No,No,2.76873,0.369577,10.2038
4.04869,234.609,89.0515,69.23,La_Nina,Good,No,No,4.28488,8.61257,322.829
1.36527,110.625,89.4898,131.189,Neutral,Good,No,No,0.873647,1.9163,7.17212
6.01024,378.663,66.574,341.85,La_Nina,Damaged,No,Yes,0.435159,0.515741,92.1058
3.81567,120.083,16.1504,107.439,Neutral,Damaged,Yes,No,2.36347,1.35765,18.1779
8.6476,86.7727,45.2093,185.516,La_Nina,Good,Yes,No,2.82339,0.370346,48.4461
9.69096,50.8394,27.1037,111.449,Neutral,Good,Yes,No,3.00947,5.76913,289.788
7.50056,57.6772,29.8672,63.1187,Neutral,Good,No,Yes,4.02299,7.31793,170.791
5.10239,368.675,98.1815,237.478,La_Nina,Good,No,Yes,4.46954,2.96101,204.754
1.30971,92.334,41.7555,195.598,Neutral,Damaged,Yes,No,2.98341,5.10722,104.258
6.03649,149.41,91.2167,216.734,La_Nina,Good,No,No,2.71405,7.99616,345.689
1.28163,84.5648,35.4905,9.49693,El_Nino,Good,Yes,No,3.4061,0.24493,64.2109
7.61246,111.84,63.2847,78.8632,Neutral,Good,Yes,No,4.81638,8.12849,314.01
0.336195,98.3208,6.55548,56.9027,Neutral,Damaged,Yes,Yes,0.819483,1.18279,78.0242
2.39645,70.023,35.0393,212.655,La_Nina,Dead,No,Yes,4.98446,1.05519,82.4056
1.55247,334.541,75.8045,155.513,Neutral,Good,No,No,2.20495,1.44209,44.6147
0.582366,198.704,73.5441,78.9489,Neutral,Damaged,Yes,No,4.02919,6.99106,308.063
1.6273,86.349,29.691,43.7315,El_Nino,Good,Yes,No,3.69249,9.47791,292.359
5.87274,10.4296,35.5635,192.278,Neutral,Damaged,No,Yes,3.36312,0.663081,41.9004
0.937849,106.463,139.553,54.4603,Neutral,Good,No,No,3.94524,1.07025,75.951
7.50423,90.5035,25.1452,156.036,Neutral,Damaged,No,Yes,2.76583,0.745971,78.6328
7.51952,16.8594,49.1891,162.281,El_Nino,Damaged,Yes,Yes,2.48651,5.65612,345.254
1.90268,10.9579,0.760136,4.85046,El_Nino,Damaged,Yes,Yes,4.09116,1.63591,69.6412
1.82859,56.8662,48.546,88.524,Neutral,Damaged,No,Yes,1.41912,1.21066,232.246
1.00558,102.044,146.334,162.646,La_Nina,Good,No,No,2.47332,1.89007,59.1758
4.42933,133.915,54.2984,373.071,La_Nina,Good,No,No,4.65,0.905628,237.302
6.28324,97.2707,26.1978,105.709,Neutral,Dead,Yes,Yes,4.62873,1.02833,56.6065
0.988639,28.3372,12.4601,16.6937,El_Nino,Damaged,Yes,No,3.74707,0.635735,40.9024
0.605276,30.4765,41.4946,28.2379,El_Nino,Dead,No,Yes,2.21431,0.358632,71.8718
0.217333,75.3997,42.9432,29.8154,El_Nino,Damaged,Yes,No,3.09617,5.02148,199.485
0.749608,40.1738,53.74,18.8334,El_Nino,Damaged,No,Yes,1.70312,0.113117,97.0384
1.02978,68.0616,8.04729,85.565,Neutral,Good,No,No,4.21061,4.07605,398.897
6.96487,339.521,86.1606,128.826,Neutral,Good,No,No,3.50789,0.969974,83.7958
7.13128,12.7456,27.9206,149.485,Neutral,Good,No,Yes,2.77966,0.244381,25.4058
1.74333,21.5229,2.95847,29.2893,El_Nino,Good,Yes,No,2.29621,0.331253,11.3734
6.62924,122.432,88.8404,222.392,La_Nina,Dead,No,No,3.40341,0.714152,239.789
1.23395,15.0207,3.74461,200.722,Neutral,Damaged,No,Yes,1.8479,1.47991,33.1859
1.91993,67.3997,38.2151,22.3732,El_Nino,Damaged,Yes,No,4.97809,0.349035,64.8653
2.12706,76.7886,16.5455,73.8711,Neutral,Good,No,No,2.10931,1.84111,74.5948
6.72744,61.2538,5.80133,187.428,Neutral,Good,No,No,2.25938,0.947637,71.8788
0.271376,285.553,116.117,111.256,Neutral,Good,No,No,2.84554,8.77969,16.0127
2.65874,89.8913,36.5584,54.8811,Neutral,Good,No,Yes,3.61057,5.23209,112.959
7.02977,97.3938,6.41578,105.978,Neutral,Good,Yes,No,3.1449,6.02929,322.423
0.44273,3.84935,67.6537,187.67,Neutral,Damaged,Yes,No,3.99184,3.70888,157.408
1.04439,45.4866,15.2479,45.3288,El_Nino,Good,Yes,No,4.74467,0.516465,18.3078
8.79437,29.0344,31.0974,154.057,Neutral,Damaged,No,Yes,4.65617,9.50101,102.94
8.71026,193.983,135.518,244.743,La_Nina,Damaged,No,No,2.54462,4.73415,339.689
0.335087,10.3924,33.1887,98.9105,Neutral,Good,Yes,No,4.94626,9.40399,169.474
1.47772,73.8665,35.6013,21.8585,El_Nino,Good,No,No,4.87931,0.55447,68.3378
3.61198,290.297,13.1137,97.5847,Neutral,Good,No,No,3.98641,1.03299,51.7809
6.49592,74.7699,4.40544,107.407,Neutral,Damaged,Yes,No,2.52837,1.52719,24.4602
1.11494,58.103,13.4376,105.541,Neutral,Good,Yes,No,3.35428,2.69439,118.482
1.47924,35.3593,18.7144,142.994,Neutral,Damaged,No,No,1.33528,0.0755197,36.0545
0.155179,15.6874,3.43923,58.3945,Neutral,Good,Yes,No,0.701464,9.1095,354.508
0.767809,397.448,136.74,35.1083,El_Nino,Damaged,Yes,No,2.57512,0.281051,50.1915
0.263387,36.2225,43.5017,18.8981,El_Nino,Damaged,Yes,No,4.27569,0.491822,91.0097
5.76878,196.214,84.3364,390.618,La_Nina,Good,No,No,3.28654,7.61116,314.876
0.292746,68.591,40.9171,14.8201,El_Nino,Damaged,Yes,No,3.13687,0.477084,30.7483
0.917928,203.996,15.9881,178.975,Neutral,Good,No,No,4.78653,0.209513,1.22379
2.26564,35.3978,4.87942,53.5293,Neutral,Good,Yes,No,4.3274,1.60721,22.0231
1.36603,79.559,39.2051,1.16456,El_Nino,Good,No,Yes,4.83167,1.85129,91.0398
1.29506,99.3379,28.7457,114.657,Neutral,Damaged,No,Yes,0.142356,1.09386,113.394
9.445,246.966,68.9753,54.3763,Neutral,Good,No,No,4.90297,9.58447,147.256
1.99938,21.7791,28.3842,104.655,Neutral,Dead,No,No,3.58143,5.20992,137.1
1.5661,90.3418,12.5085,144.708,La_Nina,Good,Yes,No,4.49423,1.10028,72.1386
5.95034,70.5251,13.3246,69.4079,Neutral,Good,No,No,2.69636,4.45513,23.4548
7.82865,327.322,122.07,125.929,Neutral,Good,No,No,2.16747,2.57535,152.315
4.11178,7.02775,44.9084,340.72,La_Nina,Good,Yes,No,2.00574,7.84097,291.841
0.288856,232.715,91.7294,102.436,Neutral,Damaged,No,Yes,4.13139,0.453656,55.877
8.24048,247.091,129.202,158.372,El_Nino,Good,Yes,No,4.82104,2.63973,197.96
6.49253,140.249,15.3655,252.161,La_Nina,Good,No,No,2.54364,7.52721,358.896
5.92655,263.555,92.0431,388.728,La_Nina,Good,Yes,No,3.32879,2.01029,368.614
8.64883,160.874,152.846,124.447,Neutral,Damaged,Yes,No,2.16456,6.77162,326.891
8.93818,315.093,152.915,185.199,Neutral,Damaged,No,No,3.30442,1.56182,23.9296
1.39795,19.7461,16.9523,38.869,El_Nino,Damaged,No,Yes,3.66337,1.41739,50.8692
4.58697,3.06926,24.5992,97.1369,La_Nina,Good,No,No,3.31437,7.4049,345.98
7.56264,2.88542,46.4465,61.8768,Neutral,Good,Yes,No,3.47563,9.10045,109.478
0.564237,31.2597,15.6051,31.9451,El_Nino,Good,Yes,No,1.15469,1.61923,14.4455
0.756126,76.7718,1.8878,92.3565,Neutral,Damaged,No,No,1.50939,1.57053,109.611
3.78865,206.059,14.6381,136.23,Neutral,Good,Yes,No,2.86929,9.51484,253.548
1.97014,30.4677,90.7531,65.0032,Neutral,Damaged,Yes,No,3.73448,4.40125,174.703
5.58815,31.96,10.645,106.695,Neutral,Damaged,No,Yes,4.70689,1.84085,7.09122
6.79107,307.998,115.892,137.723,Neutral,Good,No,No,4.86971,0.207123,52.6323
1.74259,46.9639,45.6742,15.7364,El_Nino,Good,Yes,No,2.68238,0.930303,93.2509
6.69696,57.4309,46.5596,104.441,Neutral,Dead,Yes,No,2.17858,3.08841,316.459
5.77845,318.723,106.798,344.486,La_Nina,Damaged,Yes,Yes,2.39596,0.598101,70.8344
1.21104,124.057,156.46,2.34732,El_Nino,Dead,Yes,No,4.99011,0.172684,81.7098
1.73876,27.8087,0.589508,129.805,Neutral,Good,No,No,3.84799,9.46879,128.609
6.83555,288.849,86.3838,329.876,La_Nina,Good,No,No,2.45632,6.52681,302.857
1.41287,380.517,160.195,139.891,Neutral,Good,No,No,4.08407,0.358017,27.9315
4.69196,380.505,82.2402,109.323,Neutral,Good,No,No,4.16143,1.44704,89.3312
0.531453,175.925,155.499,392.472,La_Nina,Good,No,No,1.54732,1.17442,126.176
7.78,5.82073,44.1973,89.0676,Neutral,Good,Yes,No,2.21536,7.10553,278.152
1.84809,95.8906,8.42197,39.7899,El_Nino,Damaged,Yes,No,2.52338,0.656022,6.21541
8.0808,308.093,98.7512,165.595,Neutral,Good,No,No,4.26305,1.51533,97.6657
1.07352,296.473,71.9878,170.755,Neutral,Good,No,No,4.68688,0.840976,33.4655
6.27964,35.203,33.7986,63.2898,Neutral,Damaged,No,Yes,4.40549,0.768942,3.60388
0.0272665,150.736,146.998,85.0248,Neutral,Damaged,Yes,No,2.11267,2.30314,157.186
0.107868,217.567,174.196,115.5,Neutral,Good,No,No,2.71359,8.37106,250.884
8.44565,59.6152,115.627,170.336,Neutral,Good,Yes,No,3.77102,3.8763,182.098
9.50374,38.4175,8.98802,157.383,Neutral,Damaged,Yes,No,4.81228,0.73907,23.3872
6.59389,232.793,35.8423,266.581,La_Nina,Good,No,No,4.94691,4.90908,228.095
8.24065,247.092,88.4469,121.299,Neutral,Damaged,No,No,4.27342,1.02604,78.3607
9.03695,157.801,96.4388,90.7077,Neutral,Damaged,No,No,4.94206,1.37629,22.556
6.24507,253.634,72.2861,320.492,La_Nina,Damaged,No,Yes,4.55246,1.53939,78.6379
6.34444,378.32,66.4005,106.537,Neutral,Good,No,No,3.98392,8.78485,98.8587
0.827709,39.606,26.2219,138.043,La_Nina,Good,Yes,No,1.97725,1.6762,54.911
8.69568,66.782,12.1599,184.361,La_Nina,Good,No,No,3.67929,9.10057,385.661
5.27256,289.364,111.585,190.3,Neutral,Damaged,No,No,3.8886,2.19248,268.816
0.883839,13.5559,16.1707,146.926,Neutral,Damaged,Yes,Yes,1.2134,1.19774,72.3007
3.30184,335.789,64.556,128.547,El_Nino,Good,No,No,3.53422,0.772047,1.42864
9.68731,88.083,0.715215,88.182,Neutral,Damaged,Yes,No,2.7104,6.71842,162.423
7.02175,0.303415,9.48578,101.446,Neutral,Damaged,No,Yes,2.50858,0.64352,85.4005
0.742088,195.99,133.336,146.88,Neutral,Good,No,No,2.77413,1.09521,39.7559
8.29395,287.765,36.3252,341.733,La_Nina,Damaged,No,No,3.48373,1.53,385.049
1.5466,272.005,141.11,193.739,Neutral,Good,No,No,3.96699,0.455626,70.7161
4.91662,15.5974,44.2586,107.374,Neutral,Damaged,Yes,Yes,3.89087,1.58159,14.8763
7.72198,166.928,13.4991,280.075,Neutral,Good,Yes,No,4.01038,0.330863,349.002
0.691083,46.0644,37.5756,7.52956,El_Nino,Good,Yes,No,3.21013,1.19627,54.8852
1.75275,17.4699,57.0667,27.9731,El_Nino,Good,Yes,No,2.87167,0.830516,70.9585
7.99963,142.44,82.844,194.786,Neutral,Good,No,No,2.08444,1.51239,50.7636
8.20549,43.5768,47.6727,198.753,Neutral,Good,No,Yes,3.37547,1.9907,95.3729
3.99476,14.2928,42.1188,89.6275,Neutral,Damaged,No,Yes,2.84092,6.70434,214.078
4.35691,208.788,85.0195,196.173,Neutral,Damaged,No,No,4.79623,0.0153962,31.6179
2.55666,39.9378,47.9183,134.201,Neutral,Damaged,No,Yes,4.77709,0.428027,92.3549
9.21161,4.78839,44.3407,190.762,La_Nina,Damaged,Yes,No,4.00033,9.00842,149.173
0.852147,10.4972,18.8079,180.516,Neutral,Damaged,Yes,No,3.67679,1.70856,46.1898
8.36146,107.068,99.5449,94.5391,Neutral,Good,No,No,2.79368,9.97045,123.899
0.954686,7.33629,43.1184,18.2386,El_Nino,Damaged,No,Yes,3.49292,1.6221,28.5675
1.4743,299.858,50.9384,119.291,Neutral,Good,Yes,No,2.50416,5.50266,358.509
0.11697,45.5304,35.6718,141.335,Neutral,Damaged,No,No,2.42472,1.81938,99.4447
1.34118,49.9095,31.976,89.8891,Neutral,Good,Yes,No,3.3225,9.64922,319.763
1.1332,299.213,196.321,101.05,Neutral,Damaged,No,Yes,0.321654,1.89604,53.3819
9.99911,117.758,169.014,101.325,Neutral,Good,No,Yes,3.65674,1.73565,56.97
5.15379,9.3552,151.188,184.232,Neutral,Good,No,No,4.84093,0.940572,29.4508
4.15354,168.175,76.4474,159.986,Neutral,Damaged,No,No,4.79997,5.79127,261.804
8.02159,41.5631,42.9575,65.6286,Neutral,Good,Yes,No,3.03499,3.47288,371.385
1.6491,24.9685,42.9419,14.2081,El_Nino,Good,Yes,No,3.1145,0.889196,63.4303
1.45388,322.232,70.6993,152.305,Neutral,Damaged,No,Yes,2.68808,1.6577,39.3771
0.707345,86.0703,46.3931,195.074,Neutral,Good,Yes,No,2.90776,0.851269,52.8961
0.281628,26.1075,28.5089,152.284,Neutral,Good,Yes,No,2.26056,0.562956,82.7264
8.1328,66.7975,13.5337,292.878,La_Nina,Good,Yes,No,4.4435,4.58895,223.582
1.24222,44.4352,15.4322,13.6486,El_Nino,Good,Yes,No,2.41835,1.22374,85.952
1.45097,79.4912,12.8001,178.288,Neutral,Damaged,No,Yes,3.2352,0.901754,50.4977
1.40702,48.8562,45.3369,42.1427,El_Nino,Good,Yes,No,2.85964,1.71206,21.4552
6.31441,287.901,9.6579,144.674,Neutral,Damaged,Yes,No,3.43069,0.26225,141.16
7.74706,385.213,79.5871,135.67,Neutral,Damaged,Yes,Yes,2.2618,0.173216,89.728
0.150185,5.57614,42.8863,145.273,El_Nino,Good,Yes,No,4.05396,4.86526,209.257
8.22264,262.68,180.333,195.863,Neutral,Good,No,No,4.48704,1.76842,388.626
9.04509,0.866859,27.105,72.4665,Neutral,Good,Yes,No,2.04772,9.31113,169.926
8.5719,364.204,172.281,301.009,La_Nina,Good,No,No,3.49418,0.0561003,1.66463
9.01328,76.4879,17.0521,353.71,La_Nina,Good,No,No,3.36184,0.999374,22.6709
4.3448,367.737,22.7286,126.674,Neutral,Damaged,No,No,4.26948,1.24589,10.6726
1.93466,42.9741,48.2066,35.5712,El_Nino,Good,Yes,No,3.90244,1.36646,24.5882
0.64875,324.54,146.042,180.835,El_Nino,Damaged,No,No,2.48071,0.595652,81.4033
1.65684,149.904,136.838,164.84,Neutral,Damaged,No,No,2.96781,1.40978,69.7365
3.44458,339.244,63.5117,236.278,La_Nina,Good,No,No,3.81082,7.48233,328.254
0.903023,271.97,133.921,79.6667,Neutral,Damaged,No,No,4.97973,0.582244,99.5641
4.08783,105.104,14.7076,159.119,Neutral,Good,Yes,No,2.65925,5.52417,120.739
0.463548,59.7567,1.12955,125.97,Neutral,Good,Yes,No,3.03801,4.36057,265.571
7.38771,49.0219,23.0004,170.628,Neutral,Damaged,Yes,No,2.46031,1.54703,251.56
0.793985,35.3253,7.73737,16.2751,El_Nino,Good,Yes,No,1.574,1.52107,321.772
0.575573,301.247,125.838,90.1063,Neutral,Good,No,No,2.94059,0.274772,71.5089
6.51703,163.255,26.2734,127.705,Neutral,Good,No,No,4.42688,0.386668,94.7079
3.85128,98.7948,17.9217,60.1136,Neutral,Damaged,No,Yes,2.36708,0.567651,32.3755
2.04743,302.326,186.242,232.95,La_Nina,Good,No,No,4.88621,6.8368,366.131
7.50773,76.8174,12.0686,127.004,Neutral,Damaged,No,Yes,3.91636,0.292905,38.7144
0.254142,2.60818,65.6685,20.706,El_Nino,Good,Yes,No,2.83239,0.706014,48.3899
1.01553,219.251,55.4553,141.428,Neutral,Good,No,No,0.762829,1.6005,96.4355
5.66898,111.195,34.6361,278.817,La_Nina,Good,No,No,4.77499,6.898,197.351
1.84874,86.0361,46.3556,50.3805,El_Nino,Good,Yes,No,2.61818,0.504115,85.5155
2.43373,96.0621,44.5087,55.2124,Neutral,Good,Yes,No,2.86605,7.41456,172.45
3.69261,116.042,71.1544,388.695,La_Nina,Good,No,No,4.90905,5.0116,182.3
9.72234,80.7297,24.0993,71.7358,Neutral,Good,Yes,No,3.07003,8.87286,396.301
6.96638,33.4367,23.4611,129.531,Neutral,Good,No,No,2.08431,1.09612,36.2932
2.56025,70.0371,30.7099,76.8105,Neutral,Damaged,Yes,No,4.4454,5.30496,222.293
0.56295,39.1692,83.3688,34.8933,El_Nino,Damaged,Yes,No,3.37103,0.600416,45.0236
6.40564,19.6847,4.55522,381.826,La_Nina,Damaged,Yes,Yes,4.61785,7.46484,243.06
1.79437,57.4317,42.883,183.918,Neutral,Good,Yes,No,4.88551,0.155865,8.15573
0.234938,27.8904,133.083,3.39819,El_Nino,Good,Yes,No,3.31826,1.62559,78.6724
3.95521,374.032,37.653,171.204,Neutral,Good,Yes,No,2.17174,1.27192,80.9346
7.67785,32.5002,46.6186,173.334,Neutral,Damaged,No,Yes,3.99197,0.0561003,99.0024
9.27445,194.487,89.2338,329.563,La_Nina,Good,No,No,3.65559,2.35528,301.366
0.382319,69.7641,27.0685,24.7573,El_Nino,Good,Yes,No,2.76681,1.53085,75.6276
1.73969,241.172,185.277,111.448,Neutral,Good,No,No,1.72659,0.879478,12.2647
1.6702,77.7217,39.0343,163.231,Neutral,Damaged,No,Yes,4.00274,0.534143,77.6546
6.55399,71.9621,10.5783,98.6242,Neutral,Good,No,No,3.28148,1.71921,53.1561
5.35768,146.879,96.5356,252.908,La_Nina,Good,Yes,No,2.81363,1.17931,299.381
0.587681,374.557,124.587,115.224,Neutral,Good,Yes,No,2.42052,4.61331,175.322
3.57791,1.3656,8.03457,105.515,Neutral,Good,Yes,No,2.0801,1.41517,89.6734
0.610453,319.33,60.7393,188.989,Neutral,Damaged,No,No,1.21799,1.21489,6.77882
5.63496,356.625,29.7702,178.877,Neutral,Good,No,No,3.75111,0.475401,57.4834
1.17386,19.8069,73.0895,108.475,Neutral,Good,No,No,3.61133,5.31837,263.42
4.62512,117.24,76.9174,295.989,La_Nina,Good,No,No,4.29777,1.7022,87.3597
0.680091,124.939,183.946,120.319,Neutral,Good,No,No,3.85804,4.68337,139.722
2.4645,42.0642,50.9354,156.547,Neutral,Damaged,Yes,No,2.99843,4.87961,390.713
0.583474,98.1634,49.9053,45.044,Neutral,Good,Yes,No,3.17435,1.3146,28.5944
2.81909,21.2862,44.2577,158.437,Neutral,Damaged,Yes,No,2.05936,0.316515,40.0588
5.69932,73.4138,4.51052,95.3784,Neutral,Good,Yes,No,2.21036,0.669935,17.9005
0.858723,24.2739,16.8217,12.1073,El_Nino,Good,Yes,No,2.31595,0.91509,1.08555
2.21159,333.272,58.4291,115.793,Neutral,Good,No,No,4.33841,0.215382,25.7315
0.365208,18.4735,56.3298,97.3744,La_Nina,Good,Yes,No,3.45244,5.94523,92.7789
5.76961,152.857,51.0337,72.9041,Neutral,Good,No,No,3.64842,1.98495,61.4603
4.10984,136.195,91.7714,131.785,Neutral,Good,No,No,2.64289,7.06686,295.513
6.26648,46.2878,47.1345,120.115,Neutral,Good,Yes,No,3.88015,1.24777,8.07831
0.566953,29.8755,13.8277,45.8147,El_Nino,Good,Yes,No,3.80802,8.18103,378.955
5.46051,117.982,28.2207,339.851,La_Nina,Damaged,No,Yes,2.86257,1.11551,49.012
6.26104,95.1985,29.1542,91.1046,Neutral,Dead,No,Yes,2.17653,0.787516,95.7648
2.03517,300.699,12.2146,65.2313,Neutral,Good,No,No,2.41812,0.690642,61.0444
9.85556,292.532,162.926,136.164,Neutral,Good,No,No,4.73361,0.95836,48.7071
1.38906,4.84542,21.1454,46.5549,El_Nino,Good,Yes,No,3.17324,0.938359,1.58867
0.0682384,15.5498,44.2221,137.956,Neutral,Good,Yes,No,4.58307,4.51468,182.371
2.64349,215.523,137.625,152.844,Neutral,Good,No,No,2.16258,1.85383,64.1559
0.235152,48.1202,24.7692,174.23,Neutral,Damaged,No,No,3.99572,0.959575,16.242
6.76638,86.3694,47.8614,200.233,Neutral,Good,Yes,No,4.50619,1.04461,245.567
1.274,149.197,100.363,72.2607,Neutral,Good,No,No,1.13262,0.524363,81.3791
3.62697,314.373,91.5678,346.013,La_Nina,Damaged,No,Yes,2.12313,1.88204,54.6833
