PesticideInRiver,RiverFlow,FishAbundance,Rainfall,ENSO,TreeCond,Irrigation,Drought,PesticideUse,CropYield,CropWater
*,*,*,60.2763,*,*,*,*,*,*,*
*,*,55.7265,*,*,*,*,Yes,*,*,70.5764
*,125.708,*,100.96,Neutral,*,*,*,*,*,*
1.21585,*,*,*,*,*,*,*,2.56124,7.93444,182.653
*,*,*,*,*,Good,*,*,*,*,*
*,39.9354,*,*,*,*,*,*,*,*,62.6353
*,*,*,141.137,Neutral,*,*,*,*,*,*
*,*,*,196.027,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,47.3396,*,*,*,*,*,*,*
*,234.727,*,*,*,*,*,*,*,*,*
4.554,*,34.1523,*,*,*,*,*,*,2.86162,*
0.0743675,221.64,*,*,*,Good,*,*,*,*,75.4206
*,*,*,*,*,*,*,*,*,8.49492,*
*,*,*,*,*,*,*,*,*,*,57.9108
*,138.022,170.363,*,*,*,*,*,*,*,*
*,*,*,29.7916,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,31.8381,El_Nino,*,*,*,*,*,*
8.93137,*,*,192.967,*,*,No,*,2.55639,0.888784,*
*,75.1884,*,*,*,*,*,*,*,1.93345,*
*,*,91.6613,*,*,*,*,*,*,0.00321059,*
*,*,*,*,*,*,*,*,*,*,*
7.40929,208.347,*,*,*,*,*,*,*,*,*
*,*,*,147.465,*,Good,*,*,4.65195,*,*
7.57967,*,*,*,*,*,*,*,3.14292,*,*
*,*,11.9849,*,*,Damaged,*,*,*,0.903461,*
*,*,42.9536,*,*,*,No,*,*,*,50.2279
*,*,*,*,La_Nina,Good,*,*,4.75399,*,*
*,*,*,*,*,*,No,*,*,*,*
0.499856,19.6501,*,*,*,Good,*,No,*,*,*
*,*,*,54.861,*,Damaged,*,*,*,*,74.1514
*,*,*,*,*,*,*,No,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,60.1825,*,El_Nino,*,*,*,*,*,16.4629
*,*,*,*,*,*,*,*,*,*,387.457
8.43585,*,*,*,*,*,*,*,*,*,*
*,*,19.6775,*,*,*,*,No,*,*,*
*,*,*,*,*,Good,*,*,*,*,138.646
*,*,*,*,*,Good,*,*,*,*,60.9802
*,*,13.3953,*,*,*,*,*,*,*,*
*,*,78.5199,385.475,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,7.44995,*
*,*,*,*,*,*,*,*,4.77842,*,*
*,*,*,174.015,*,Good,*,*,0.824602,*,*
*,*,*,*,Neutral,*,*,No,*,*,230.408
*,*,*,*,Neutral,*,*,*,*,*,*
0.17577,*,*,43.4826,*,*,*,*,*,*,*
*,*,*,*,La_Nina,Damaged,*,Yes,*,*,*
*,*,*,*,*,Damaged,*,*,3.67504,1.05056,*
*,*,*,*,*,*,No,*,2.27066,*,*
*,*,95.997,*,*,*,*,*,*,9.09784,*
1.88746,49.2218,*,*,*,*,*,No,3.44925,*,*
*,*,*,*,*,*,*,Yes,*,1.60817,*
*,6.27149,*,1.87436,*,*,*,*,*,*,*
8.13547,*,*,*,Neutral,*,*,No,*,*,*
*,207.758,186.65,187.377,*,*,*,*,*,*,*
*,12.3702,73.6201,117.947,Neutral,Good,*,*,*,*,59.2754
*,*,*,*,La_Nina,*,*,Yes,*,*,*
*,*,*,*,La_Nina,*,*,*,1.50836,*,*
8.58153,*,*,75.3459,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
0.638898,181.284,*,*,*,*,No,*,*,*,*
*,*,*,50.2225,*,*,*,*,*,*,54.497
3.79544,*,*,*,*,*,*,*,4.64264,*,*
0.937026,*,*,*,*,*,*,*,2.20825,1.20241,83.2915
*,345.297,*,136.718,*,Good,Yes,*,0.95846,0.588213,*
*,*,*,*,*,Damaged,*,*,*,0.0445859,*
*,152.641,*,*,Neutral,*,*,*,*,*,*
1.91707,*,*,*,*,*,*,No,4.08276,*,*
*,*,*,139.606,Neutral,Damaged,*,*,*,*,*
*,36.4964,20.707,*,Neutral,*,*,*,*,*,*
*,*,*,11.9634,*,*,No,*,0.859126,0.474175,*
*,*,*,*,*,*,*,Yes,*,1.51701,*
*,*,*,*,*,*,Yes,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,142.589,Neutral,*,*,Yes,*,*,*
*,83.431,*,*,*,Good,*,*,4.77057,*,*
*,*,*,*,*,Good,*,*,*,*,*
*,*,*,*,*,*,Yes,*,*,*,*
*,*,*,*,La_Nina,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,51.7237
1.65704,*,*,*,*,*,*,*,*,*,*
1.20584,54.3194,*,*,*,*,*,*,*,0.489876,*
9.49675,*,*,*,*,Good,Yes,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,No,*,*,*
2.16812,*,*,169.441,*,*,*,Yes,3.77662,*,*
*,*,*,*,*,*,*,*,3.06867,*,229.767
*,*,*,*,*,*,*,*,3.59616,*,*
*,*,*,*,*,*,*,Yes,*,*,*
1.20908,*,*,*,*,*,*,No,*,*,*
*,*,8.66782,*,*,*,*,*,*,*,*
*,*,*,83.3672,*,*,No,No,*,*,*
*,*,*,85.0609,*,Damaged,*,*,*,0.738407,*
*,*,22.2722,*,*,Good,*,*,*,*,15.9653
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,Dead,*,*,*,*,82.3954
*,*,98.2306,113.61,*,*,No,*,*,1.45189,24.1462
*,*,*,*,*,*,*,*,*,*,104.232
*,391.324,*,358.871,*,Good,*,*,*,*,*
*,*,*,*,*,*,*,No,*,0.159325,*
*,*,*,90.2861,La_Nina,*,Yes,*,*,*,*
*,*,*,*,*,*,*,*,2.83375,*,*
*,*,*,*,*,*,Yes,*,*,*,*
9.01881,*,*,213.61,*,*,*,*,4.61679,*,*
*,*,*,*,Neutral,*,*,*,4.15662,*,*
*,*,7.71859,*,*,*,*,*,*,*,*
*,*,6.33305,*,*,Dead,*,*,*,*,65.3814
*,*,*,74.5482,*,*,Yes,*,3.24949,*,*
*,*,24.7131,*,*,*,*,*,*,1.42413,*
*,*,71.918,*,Neutral,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,37.6981
*,*,16.9499,*,*,*,*,*,3.20094,*,*
*,284.334,*,*,*,Good,*,*,*,*,*
*,*,*,116.978,*,*,Yes,No,*,*,*
2.86551,*,12.017,*,*,*,No,*,4.02564,1.58197,*
*,*,*,178.574,*,*,Yes,No,*,*,*
*,22.8018,*,*,*,Good,*,*,*,2.30948,105.469
*,*,*,*,La_Nina,*,*,*,*,9.82525,*
*,*,*,*,*,*,*,*,*,*,82.7659
*,83.0406,*,*,*,*,*,*,2.57814,*,270.627
*,172.304,*,115.243,*,*,*,*,*,*,*
*,*,47.8549,360.923,La_Nina,*,No,No,*,*,*
3.61312,*,*,*,*,*,*,*,*,*,*
*,*,*,113.186,*,*,*,No,*,4.75661,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,378.446
7.79402,280.883,136.989,*,*,*,*,*,*,*,*
*,*,*,*,Neutral,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
0.590349,*,*,*,*,*,*,No,*,*,*
*,*,*,*,El_Nino,*,*,*,*,1.45534,*
*,74.9341,*,*,Neutral,*,*,Yes,*,*,*
2.23802,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,Good,*,*,*,1.26629,*
*,26.4276,*,*,Neutral,*,*,*,*,*,*
*,*,*,*,*,*,Yes,*,*,*,*
9.83087,*,42.934,*,*,*,No,*,*,*,*
2.38795,*,*,*,*,*,*,*,*,5.38068,*
*,*,*,*,*,Dead,*,*,*,*,*
*,1.86565,*,*,*,*,*,*,*,*,*
*,*,96.5172,*,*,Damaged,*,*,3.7236,*,*
*,*,172.267,*,Neutral,*,*,*,2.444,0.264074,*
*,*,*,*,*,Damaged,*,Yes,2.92783,*,*
*,*,78.9417,*,*,*,*,*,*,*,*
0.162494,55.1046,*,*,*,*,*,*,2.60228,*,57.004
*,*,*,*,*,*,*,*,*,*,*
0.577599,*,51.7757,*,*,Good,*,*,*,*,*
*,*,*,*,*,*,*,*,*,9.61609,*
*,*,*,*,*,*,*,*,*,*,*
*,325.575,*,*,*,*,Yes,Yes,*,*,*
*,*,*,94.0307,*,Damaged,*,*,*,8.11723,*
8.08531,*,*,*,*,*,*,No,4.60305,*,*
0.79802,*,*,*,*,*,*,*,*,*,*
*,379.006,*,*,La_Nina,*,*,*,2.06421,*,*
*,*,*,80.93,Neutral,*,*,*,*,1.74637,*
*,*,*,*,*,*,*,*,3.49166,7.76001,*
*,*,*,*,*,Damaged,*,*,4.59177,*,*
*,*,*,*,*,*,*,*,*,*,*
4.33553,*,20.4264,*,La_Nina,*,Yes,*,*,3.78292,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,183.119,*,*,*,*,*,*,2.3095,*,*
*,*,*,*,*,*,*,*,4.69431,*,*
*,2.7282,*,*,El_Nino,*,*,Yes,*,1.18386,*
0.0320411,*,*,*,*,Damaged,*,No,*,*,*
*,*,26.4164,*,*,*,*,*,*,*,*
0.547013,*,*,*,Neutral,*,*,No,*,*,*
*,*,*,*,*,Good,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
5.47537,*,*,276.142,*,*,*,*,*,*,*
*,*,*,*,*,*,No,*,*,*,*
*,28.6475,*,134.431,El_Nino,*,*,*,*,*,*
*,303.126,*,*,La_Nina,*,*,*,*,1.86763,*
*,*,154.101,*,*,*,*,No,*,*,*
*,*,56.5023,*,*,*,*,*,*,*,*
*,*,*,*,*,*,No,*,*,*,*
*,*,*,*,*,*,No,Yes,*,*,116.97
*,*,60.6581,*,Neutral,*,*,*,4.89413,*,*
*,*,*,*,Neutral,*,*,*,*,*,111.701
*,*,*,*,*,*,*,*,*,*,384.494
*,18.0955,*,*,*,*,*,*,*,*,*
0.0845499,*,*,*,*,*,*,*,*,*,*
*,*,*,*,Neutral,*,*,*,3.86923,*,*
*,168.525,*,*,*,Good,*,*,*,*,*
6.71014,*,*,*,*,*,*,No,*,*,*
*,23.9647,*,*,*,Good,*,*,*,*,367.293
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,45.5306,193.732,*,*,*,*,*,*,*
*,*,*,189.098,*,*,*,No,*,*,*
*,215.481,*,*,*,*,*,*,*,*,50.8107
*,98.4818,*,*,*,*,*,*,*,*,*
*,*,*,*,La_Nina,Good,*,*,2.97309,*,*
*,*,84.7097,*,*,Good,*,*,0.697562,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,Yes,*,*,14.0888
*,27.1054,8.75176,124.139,*,*,*,*,3.56957,*,156.227
7.29131,*,*,87.8142,*,Damaged,*,*,*,*,*
*,*,197.489,*,Neutral,*,*,*,*,1.49463,*
*,*,51.017,*,*,*,*,*,*,*,*
2.77828,*,*,*,La_Nina,*,Yes,*,4.4065,*,*
*,*,*,*,*,*,*,*,*,*,*
6.71983,*,*,102.376,Neutral,*,*,*,*,*,*
*,*,*,*,*,Good,*,*,*,*,*
*,*,5.44652,*,El_Nino,*,*,*,3.67528,1.73901,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,191.362,*,Good,No,*,*,*,91.7389
1.09112,*,*,*,El_Nino,*,No,No,*,*,*
1.90665,*,*,*,*,Good,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,Neutral,Damaged,*,*,*,*,*
*,*,*,*,*,*,*,*,4.59653,*,*
*,*,*,*,*,*,*,*,*,*,*
*,395.414,*,*,*,*,No,*,*,*,*
1.07234,*,*,*,*,Good,*,*,*,*,88.2476
*,*,146.383,*,*,*,*,*,*,*,*
*,*,9.82176,*,*,*,*,No,*,*,*
*,275.945,*,330.241,La_Nina,*,*,*,*,2.81629,*
*,*,*,*,*,*,Yes,No,*,*,*
*,*,*,153.292,*,*,*,*,*,*,*
9.84304,*,*,*,El_Nino,Damaged,*,No,4.18938,*,30.763
*,378.315,*,*,*,*,*,*,3.99818,*,*
*,*,*,15.3775,El_Nino,*,*,*,*,*,*
*,121.142,*,372.491,*,Good,No,*,2.42482,5.51755,*
*,*,*,*,*,*,*,*,*,6.34534,*
*,361.965,*,*,*,*,No,*,*,*,89.0072
*,247.21,*,*,*,*,*,*,2.33077,*,*
1.80375,*,*,*,*,*,*,No,*,*,*
*,*,*,270.757,*,*,No,*,*,*,*
*,*,*,44.7085,*,*,*,Yes,*,*,15.7762
*,*,*,*,*,*,*,*,*,*,*
*,*,*,109.252,Neutral,Damaged,Yes,No,*,*,*
*,42.9826,*,*,*,*,*,*,*,*,146.06
1.29745,*,*,*,El_Nino,Good,*,No,*,*,*
*,*,*,*,*,*,*,Yes,*,0.63946,*
*,*,*,134.434,*,Good,*,*,*,*,*
*,79.8008,*,122.884,*,*,No,Yes,*,*,*
*,*,*,*,*,*,*,*,2.8193,*,138.47
*,*,*,*,La_Nina,*,*,No,2.87965,*,*
*,44.8036,*,146.41,*,*,*,No,*,*,*
*,*,*,125.223,*,*,*,*,*,8.88865,100.598
*,*,*,85.1939,La_Nina,*,*,*,*,8.80349,*
0.70793,38.8397,28.2337,32.6631,*,Damaged,*,*,4.49111,*,*
5.79438,26.7281,37.3472,*,Neutral,*,*,No,*,*,*
8.72111,*,83.2376,*,*,*,*,*,*,*,*
0.677008,*,43.4815,*,Neutral,*,*,*,*,*,*
0.645044,49.1558,*,*,La_Nina,*,*,*,*,3.64361,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,4.96214,*,*
1.54472,*,196.91,*,*,*,*,*,*,0.552183,*
*,*,*,*,*,*,No,*,1.02859,*,37.025
*,*,*,*,Neutral,Good,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,66.4134,*,*,*,*,3.15207,*,*
8.93049,*,99.859,*,La_Nina,*,*,*,4.12226,0.104475,97.3324
*,*,*,*,*,*,*,No,*,*,*
*,*,*,*,*,*,*,*,*,0.979041,32.5092
*,315.981,*,*,*,*,*,*,*,*,*
3.66991,*,*,*,*,*,*,*,*,1.12546,*
*,*,*,*,*,*,Yes,*,*,*,*
*,*,*,178.907,*,*,*,No,*,*,*
*,*,*,140.745,*,*,No,*,*,*,50.4485
8.00486,*,*,*,La_Nina,*,*,*,*,*,*
5.07747,381.697,*,248.566,*,*,*,*,*,*,*
0.221687,*,61.6524,389.858,La_Nina,*,*,No,*,*,*
*,*,7.60542,*,*,*,*,*,0.505716,*,*
*,77.3726,30.5055,134.507,*,*,Yes,*,4.14622,*,*
*,*,*,91.932,*,*,*,*,*,*,*
*,*,*,*,*,*,*,No,4.31484,*,*
*,*,*,*,*,*,Yes,*,4.94777,*,*
*,*,94.9767,*,*,*,*,*,3.45635,*,*
*,250.826,*,*,*,*,No,Yes,*,2.42509,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,Yes,*,4.47693,*,*
*,*,*,*,*,*,*,*,*,*,*
4.29509,*,*,*,*,Good,*,No,*,*,*
1.25425,15.3731,*,*,El_Nino,*,*,*,*,*,31.1632
*,*,*,*,*,*,*,No,*,4.33443,*
*,*,188.489,*,*,*,*,*,*,0.0798945,36.7156
*,*,155.172,*,*,Good,*,*,*,*,*
*,*,*,*,*,*,*,*,3.952,1.16717,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,Neutral,*,*,*,*,*,*
*,*,*,*,Neutral,*,*,No,*,*,*
1.43527,*,*,*,*,*,*,*,*,9.46143,*
*,*,*,*,*,*,*,*,*,*,*
*,1.9512,36.5468,*,*,Damaged,*,*,4.30129,0.0272945,*
*,*,20.1827,*,*,Good,*,*,*,*,*
*,*,*,97.8142,*,*,Yes,*,*,*,*
0.0717926,*,*,*,*,*,*,*,*,*,*
0.490953,*,*,*,Neutral,*,*,*,*,*,394.806
*,*,55.119,*,Neutral,Good,*,*,*,*,*
*,*,143.798,155.668,Neutral,*,*,No,*,*,81.9322
*,*,0.624186,*,*,*,*,No,*,*,*
*,*,0.772474,*,*,Damaged,*,*,*,*,*
*,26.7655,*,*,Neutral,*,*,*,*,*,*
*,*,*,*,Neutral,*,*,*,*,*,332.075
*,*,*,93.8091,*,*,No,*,2.01994,*,*
*,*,104.529,134.612,Neutral,Good,Yes,*,3.32002,*,*
*,*,*,*,*,*,*,*,*,*,*
*,228.686,*,*,La_Nina,*,*,*,*,*,*
*,*,*,*,*,*,No,*,4.99622,*,26.9624
*,*,*,*,*,*,No,*,4.06385,*,*
*,*,90.1232,*,*,Good,*,*,3.78541,0.383793,*
*,*,*,*,*,Good,*,*,*,*,*
0.172728,*,*,*,*,*,No,*,*,*,*
*,*,*,*,*,*,Yes,*,*,*,*
0.272717,155.589,142.056,*,*,*,No,Yes,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,24.573,*,*,*,*,*,*,*,*,73.568
*,*,131.499,*,*,*,*,Yes,*,1.40077,*
8.29791,*,177.769,*,*,*,*,*,*,*,*
6.97971,*,15.2051,*,Neutral,*,*,*,*,*,*
*,*,70.9231,*,*,*,Yes,*,*,*,*
*,*,30.7133,*,*,Good,Yes,*,*,*,*
*,*,*,*,*,*,No,No,*,*,*
*,1.02675,*,*,Neutral,Good,Yes,*,4.42394,*,*
*,*,*,100.291,*,*,No,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,66.5603,*,*,*,*,*,*,*,*,44.0603
*,*,*,*,*,Damaged,*,*,4.70605,0.147938,*
*,*,*,*,*,*,*,*,*,0.575728,37.1861
*,*,*,*,*,*,No,*,*,*,61.1799
3.96168,*,*,*,*,*,Yes,*,*,*,*
*,*,*,*,*,*,*,Yes,*,*,*
*,*,*,*,Neutral,*,*,No,*,*,*
2.5822,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,Good,*,No,*,*,348.855
*,*,29.4478,*,*,Good,*,No,4.93796,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,Good,*,*,1.30412,0.376574,*
*,*,*,*,*,Damaged,*,*,3.10992,*,*
*,*,*,*,*,*,Yes,*,2.56295,*,*
*,*,*,*,*,*,*,No,*,0.515953,*
*,46.1785,*,*,*,*,No,*,*,*,*
9.9735,*,*,*,Neutral,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,16.9687
*,309.647,*,*,Neutral,*,*,*,*,*,*
*,*,*,*,*,Good,*,*,*,*,*
5.82677,*,*,56.7544,*,*,*,Yes,*,*,*
0.135031,*,188.488,*,*,*,*,*,1.41686,*,36.7612
*,0.308301,*,*,*,*,*,*,*,*,*
*,*,133.411,*,*,*,*,*,*,*,*
*,389.076,*,*,La_Nina,*,*,*,*,*,*
*,*,*,*,*,*,*,*,2.14496,*,62.1122
*,29.2684,*,*,*,*,*,No,*,*,*
*,*,*,*,*,Damaged,*,*,*,*,*
*,56.9168,*,*,Neutral,*,*,*,3.80303,*,*
*,*,*,*,*,Good,*,*,*,*,*
*,*,*,*,Neutral,Damaged,No,No,*,*,*
*,*,25.5434,*,*,*,*,No,*,9.40528,*
*,*,*,*,*,*,*,No,2.15923,*,*
*,*,76.7715,*,*,Good,*,*,*,*,0.790884
*,*,*,*,*,Good,*,*,*,*,*
*,40.0547,5.25932,*,El_Nino,*,*,*,2.81318,*,*
*,*,3.45936,*,*,*,No,*,*,1.88392,*
*,*,15.4968,165.416,Neutral,*,*,No,*,*,*
3.45973,*,78.7364,*,*,*,Yes,*,*,*,3.06153
4.71327,81.8449,39.1109,65.7317,*,*,*,No,*,*,170.801
*,*,*,*,La_Nina,*,*,*,*,1.13488,*
*,*,*,*,*,*,*,*,*,*,*
0.278424,*,*,*,*,Damaged,*,*,*,*,78.2401
*,1.26092,44.1029,90.4735,*,*,*,*,1.96902,*,*
*,*,*,*,*,*,*,No,*,*,*
*,40.3019,*,*,*,*,*,*,*,*,*
*,70.5843,*,*,Neutral,Damaged,No,*,3.92328,*,*
*,31.5097,*,*,*,*,Yes,*,2.70898,*,*
*,*,*,55.196,*,*,*,*,*,0.323719,*
*,*,*,154.087,*,*,*,No,*,*,*
*,*,*,*,El_Nino,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,7.48958,121.635
*,*,*,*,*,Damaged,No,Yes,*,*,*
1.88863,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,3.18081,194.613
*,*,*,*,*,*,*,*,*,7.88259,*
6.58982,*,*,*,*,*,Yes,No,4.12403,*,285.235
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,166.664,75.92,*,*,Good,*,No,*,*,*
*,*,*,*,*,*,Yes,*,*,*,*
*,*,*,*,*,*,*,*,4.648,*,*
*,115.355,*,*,*,*,No,*,*,*,*
5.90995,*,*,*,Neutral,Dead,No,*,*,0.812473,74.0685
*,*,*,77.0074,*,*,*,*,3.16322,1.65425,*
*,*,81.8503,157.04,*,*,Yes,*,*,*,221.07
*,77.7385,*,*,*,*,No,*,1.78458,*,*
*,*,*,*,*,*,*,No,*,*,92.075
*,*,38.2135,*,*,Good,Yes,*,*,*,*
*,*,*,*,*,*,Yes,*,*,*,*
*,*,*,34.2597,*,*,*,No,*,1.76669,*
*,*,*,*,*,Good,*,*,*,1.61309,*
1.56874,*,*,*,*,*,Yes,*,*,1.28892,*
*,136.654,*,*,*,*,No,*,4.41943,*,*
*,*,69.4578,*,*,Damaged,*,*,*,*,*
*,*,*,*,Neutral,Dead,*,*,*,0.942984,53.2878
*,*,*,*,*,*,*,Yes,*,*,39.6967
7.15588,*,*,*,*,Good,*,No,*,6.07782,*
0.730037,24.055,*,*,*,*,*,No,3.42868,*,*
*,*,*,*,Neutral,Good,*,*,*,*,*
0.556351,*,*,*,El_Nino,*,*,*,3.30084,*,25.4821
*,*,26.7658,*,*,*,*,*,*,*,*
*,*,*,*,*,*,Yes,*,4.70463,*,*
5.77805,*,*,*,*,*,No,No,*,*,*
*,*,*,155.002,Neutral,*,*,No,*,*,338.491
*,*,*,*,Neutral,*,*,*,*,0.129866,*
*,74.7694,48.1595,*,La_Nina,*,Yes,*,*,*,31.4292
*,*,*,*,*,*,No,*,*,*,*
6.63808,14.4518,*,*,*,*,*,*,*,*,*
*,*,*,*,Neutral,Damaged,No,*,*,0.917537,*
*,*,23.593,*,*,*,*,*,*,*,111.384
*,211.066,*,*,*,*,*,*,*,*,90.8894
*,276.01,*,*,*,*,*,*,*,*,363.022
*,*,*,*,*,*,*,Yes,*,*,*
*,*,63.283,*,Neutral,Good,*,*,*,*,49.0642
*,*,*,*,Neutral,*,No,*,*,*,48.3629
8.72168,*,*,*,*,*,Yes,No,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,138.479,160.95,*,Good,*,*,*,*,*
*,391.137,*,*,*,*,*,*,*,*,*
*,*,*,239.708,*,*,No,*,*,*,*
*,*,192.436,*,*,*,No,Yes,*,*,*
*,*,*,*,*,*,*,Yes,*,5.18475,*
9.53283,*,*,*,Neutral,*,*,No,*,*,*
*,*,*,*,Neutral,*,*,*,*,*,*
*,*,9.62254,*,Neutral,*,*,*,*,*,*
*,*,*,*,*,*,*,No,*,*,*
0.559118,*,*,*,*,*,*,*,2.44286,*,*
*,57.7987,*,*,*,Good,*,*,*,*,71.8997
0.92907,380.655,*,74.3241,*,Good,Yes,*,*,*,*
2.40405,*,*,98.4466,*,Good,Yes,*,*,*,*
*,*,199.131,*,*,Damaged,*,No,0.486731,*,*
*,30.0927,*,*,*,Damaged,*,Yes,2.99326,*,*
*,*,25.7284,*,El_Nino,*,Yes,*,4.59136,*,*
0.124354,*,*,*,*,Damaged,No,*,*,*,*
*,*,29.7654,*,*,Good,*,*,2.40775,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,155.22,Neutral,*,*,*,*,*,352.17
*,*,*,*,Neutral,*,*,*,*,*,*
6.38967,*,*,181.103,*,Damaged,*,*,*,0.20144,88.6248
*,11.1754,*,90.6246,*,*,*,*,*,*,378.156
*,171.903,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,130.142
*,*,*,*,*,*,*,*,*,*,*
*,*,64.7663,136.573,*,*,*,No,*,*,*
7.02248,*,*,*,Neutral,*,*,*,*,*,*
9.73342,*,*,*,*,*,*,No,*,*,*
5.99267,*,*,*,Neutral,*,No,Yes,*,1.68465,96.2272
*,*,54.2018,*,*,*,*,*,*,*,*
4.22919,*,*,*,*,*,*,Yes,*,*,*
*,*,*,214.478,*,*,No,Yes,*,*,*
*,197.662,125.027,*,*,Damaged,*,*,*,*,197.944
*,*,*,*,*,*,*,*,*,*,*
1.88834,*,*,150.848,*,Good,Yes,No,*,*,*
*,1.17733,*,156.712,*,*,*,*,*,*,6.36246
*,241.09,*,87.3734,*,*,No,No,*,*,*
*,74.6043,*,*,*,*,Yes,*,*,*,*
*,*,*,92.1571,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,85.729,*,La_Nina,*,No,*,*,7.69796,183.541
*,*,*,103.83,Neutral,Good,*,*,3.40795,*,*
6.84947,*,*,*,*,*,*,No,2.71295,*,120.757
8.96408,*,*,*,*,Good,*,*,2.88707,*,38.9312
*,68.9291,*,*,*,*,*,*,2.2119,*,*
*,*,*,*,*,Dead,*,*,*,*,*
*,*,113.245,75.2684,Neutral,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,7.27986,*
*,*,11.5289,*,*,Good,No,*,*,*,*
*,*,*,*,*,Damaged,No,Yes,*,*,50.4617
*,156.849,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,265.359
2.71102,*,*,*,*,*,*,*,*,7.30699,*
4.51278,*,*,*,*,*,*,*,2.7712,*,9.20864
*,*,*,*,*,Good,*,No,*,*,*
*,*,*,*,*,*,*,*,*,*,*
7.00371,*,*,*,*,*,*,No,*,*,*
*,*,*,*,El_Nino,Good,*,*,*,*,5.5499
*,50.7421,*,*,*,*,Yes,No,*,*,*
*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,Good,*,*,*,*,*
*,295.318,*,*,La_Nina,Good,No,*,*,9.78653,*
*,322.002,136.914,*,*,*,*,*,1.02574,*,230.462
7.04363,370.443,*,*,*,*,*,*,*,0.804489,*
5.0519,*,*,128.195,Neutral,*,*,*,*,*,*
*,24.0515,*,102.151,*,*,*,*,*,*,*
*,*,3.34864,*,*,Damaged,*,*,*,*,39.2016
*,*,*,*,*,*,*,*,*,0.695014,3.29757
*,80.4766,*,200.633,*,*,No,*,*,*,70.8076
*,317.99,*,*,Neutral,*,*,*,*,*,*
*,*,95.0248,*,*,Good,*,*,*,7.09176,33.983
1.74876,*,120.318,*,Neutral,*,*,*,*,*,*
*,*,23.7551,*,*,Good,*,No,*,*,*
*,130.244,64.2137,181.402,*,*,*,Yes,*,*,*
*,*,*,*,*,*,*,*,*,*,*
9.62503,*,*,*,*,*,Yes,*,*,7.22548,*
*,*,*,107.815,*,*,*,*,*,*,*
*,*,*,*,*,Good,*,*,*,*,*
*,*,*,*,*,*,No,No,*,9.50947,*
*,*,*,*,*,*,Yes,*,*,0.153864,*
*,*,63.7596,46.8018,*,*,*,*,*,*,*
*,*,*,*,*,*,*,No,*,*,*
*,*,*,*,*,*,*,No,*,*,*
*,*,*,*,Neutral,*,Yes,*,3.28268,*,*
1.96541,*,*,*,*,*,*,*,*,*,*
*,*,*,*,Neutral,*,*,*,*,*,*
*,*,*,54.0903,*,*,*,*,*,*,*
